,Title,Date,Month,Episode,id,painting_index,img_src,youtube_src,num_colors,colors,subject,color_hex,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson,Aurora_Borealis,Barn,Beach,Boat,Bridge,Building,Bushes,Cabin,Cactus,Cirrus,Cliff,Clouds,Conifer,Cumulus,Deciduous,Diane_Andre,Dock,Farm,Fence,Fire,Flowers,Fog,Grass,Guest,Hills,Lake,Lakes,Lighthouse,Mill,Moon,Mountain,Mountains,Night,Ocean,Palm_Trees,Path,Person,Portrait,River,Rocks,Snow,Snowy_Mountain,Steve_Ross,Structure,Sun,Tree,Trees,Waterfall,Waves,Windmill,Winter
33,Peaceful Waters,1984-03-29,March,S03E13,39,268,https://www.twoinchbrush.com/images/painting268.png,https://www.youtube.com/embed/Z0vtjRLqXcQ,9,"Alizarin Crimson, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Deciduous, Guest, Lake, Mountain, Snowy_Mountain, Steve_Ross, Tree, Trees","#4E1500, #FFEC00, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
34,Purple Splendor,1984-09-05,September,S04E01,40,243,https://www.twoinchbrush.com/images/painting243.png,https://www.youtube.com/embed/hP4GfMgsNVE,4,"Alizarin Crimson, Phthalo Blue, Titanium White, Van Dyke Brown","Cabin, Conifer, Lake, Snow, Structure, Tree, Trees, Winter","#4E1500, #0C0040, #FFFFFF, #221B15",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
35,Tranquil Valley,1984-09-12,September,S04E02,41,244,https://www.twoinchbrush.com/images/painting244.png,https://www.youtube.com/embed/PbchoOWWCZs,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Cumulus, Deciduous, Grass, Lake, Mountain, Mountains, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
36,Majestic Mountains,1984-09-19,September,S04E03,42,245,https://www.twoinchbrush.com/images/painting245.png,https://www.youtube.com/embed/NcVeRlPu_5w,12,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Grass, Mountain, Mountains, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
37,Winter Sawscape,1984-09-26,September,S04E04,43,246,https://www.twoinchbrush.com/images/painting246.png,https://www.youtube.com/embed/lmKAwKrONmE,7,"Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Midnight Black, Prussian Blue, Titanium White","Cabin, Clouds, Conifer, Cumulus, Deciduous, Guest, Lake, Snow, Structure, Tree, Trees, Winter","#000000, #DB0000, #8A3324, #FFEC00, #000000, #021E44, #FFFFFF",1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
38,Evening Seascape,1984-10-03,October,S04E05,44,247,https://www.twoinchbrush.com/images/painting247.png,https://www.youtube.com/embed/y5k4GXw_-yI,10,"Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown","Beach, Cliff, Clouds, Conifer, Cumulus, Ocean, Rocks, Tree, Trees, Waves","#4E1500, #000000, #DB0000, #8A3324, #FFEC00, #0C0040, #102E3C, #021E44, #FFFFFF, #221B15",1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
39,Warm Summer Day,1984-10-10,October,S04E06,45,248,https://www.twoinchbrush.com/images/painting248.png,https://www.youtube.com/embed/GBN9AIw3Ao4,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Lake, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40,Cabin In The Woods,1984-10-17,October,S04E07,46,249,https://www.twoinchbrush.com/images/painting249.png,https://www.youtube.com/embed/81QKellPA70,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cabin, Deciduous, Grass, Path, Structure, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
41,Wetlands,1984-10-24,October,S04E08,47,250,https://www.twoinchbrush.com/images/painting250.png,https://www.youtube.com/embed/2FpVyGanPwM,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Deciduous, Grass, Lake, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
42,Cool Waters,1984-10-31,October,S04E09,48,251,https://www.twoinchbrush.com/images/painting251.png,https://www.youtube.com/embed/tJRvBcqQd5A,12,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
43,Quiet Woods,1984-11-07,November,S04E10,49,252,https://www.twoinchbrush.com/images/painting252.png,https://www.youtube.com/embed/wIZX57I4aDs,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Grass, River, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
44,Northwest Majesty,1984-11-14,November,S04E11,50,253,https://www.twoinchbrush.com/images/painting253.png,https://www.youtube.com/embed/9DU6bunvD_g,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Liquid Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","Clouds, Conifer, Cumulus, Diane_Andre, Guest, Mountain, Mountains, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15",0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
45,Autumn Days,1984-11-21,November,S04E12,51,254,https://www.twoinchbrush.com/images/painting254.png,https://www.youtube.com/embed/VAdMkf-AAPM,12,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, Hills, Lake, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46,Mountain Challenge,1984-11-28,November,S04E13,52,255,https://www.twoinchbrush.com/images/painting255.png,https://www.youtube.com/embed/o2cjLA_wgIk,10,"Alizarin Crimson, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Grass, Lake, Mountain, Snowy_Mountain, Tree","#4E1500, #FFEC00, #FFB800, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
47,Mountain Waterfalls,1985-01-02,January,S05E01,53,230,https://www.twoinchbrush.com/images/painting230.png,https://www.youtube.com/embed/DqhzxdkdQS0,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Snowy_Mountain, Tree, Trees, Waterfall","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
48,Twilight Meadow,1985-01-09,January,S05E02,54,231,https://www.twoinchbrush.com/images/painting231.png,https://www.youtube.com/embed/6evqNlOO7Bw,12,"Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Cumulus, Deciduous, Grass, Lake, Tree, Trees","#4E1500, #000000, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49,Mountain Blossoms,1985-01-16,January,S05E03,55,232,https://www.twoinchbrush.com/images/painting232.png,https://www.youtube.com/embed/UVhhStJAJZc,5,"Alizarin Crimson, Liquid Black, Phthalo Blue, Phthalo Green, Titanium White","Conifer, Flowers, Guest, Mountain, Mountains, Snow, Snowy_Mountain, Tree, Trees","#4E1500, #000000, #0C0040, #102E3C, #FFFFFF",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
50,Winter Stillness,1985-01-23,January,S05E04,56,233,https://www.twoinchbrush.com/images/painting233.png,https://www.youtube.com/embed/qg9c1SqdRko,7,"Alizarin Crimson, Burnt Umber, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown","Conifer, Deciduous, Lake, Snow, Tree, Trees, Winter","#4E1500, #8A3324, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15",0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
51,Quiet Pond,1985-01-30,January,S05E05,57,234,https://www.twoinchbrush.com/images/painting234.png,https://www.youtube.com/embed/aiK9xOIJtV8,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, Lake, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
52,Ocean Sunrise,1985-02-06,February,S05E06,58,235,https://www.twoinchbrush.com/images/painting235.png,https://www.youtube.com/embed/u0Bz6TNUK1Q,6,"Alizarin Crimson, Indian Yellow, Liquid Black, Prussian Blue, Titanium White, Van Dyke Brown","Clouds, Grass, Guest, Ocean, Sun","#4E1500, #FFB800, #000000, #021E44, #FFFFFF, #221B15",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53,Bubbling Brook,1985-02-13,February,S05E07,59,236,https://www.twoinchbrush.com/images/painting236.png,https://www.youtube.com/embed/LiKCzeqn-kg,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, River, Rocks, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
54,Arizona Splendor,1985-02-20,February,S05E08,60,237,https://www.twoinchbrush.com/images/painting237.png,https://www.youtube.com/embed/spFwCh2616s,9,"Alizarin Crimson, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, Mountain, Mountains, River, Tree, Trees","#4E1500, #8A3324, #FFEC00, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
55,Anatomy Of A Wave,1985-02-27,February,S05E09,61,238,https://www.twoinchbrush.com/images/painting238.png,https://www.youtube.com/embed/DFQlu6eqrBo,6,"Alizarin Crimson, Cadmium Yellow, Liquid Clear, Phthalo Blue, Phthalo Green, Titanium White","Guest, Ocean, Waves","#4E1500, #FFEC00, #FFFFFF, #0C0040, #102E3C, #FFFFFF",0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,The Windmill,1985-03-06,March,S05E10,62,239,https://www.twoinchbrush.com/images/painting239.png,https://www.youtube.com/embed/xj8xsTSkbUk,11,"Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Barn, Clouds, Deciduous, Path, Structure, Tree, Windmill","#4E1500, #000000, #DB0000, #8A3324, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
57,Autumn Glory,1985-03-13,March,S05E11,63,240,https://www.twoinchbrush.com/images/painting240.png,https://www.youtube.com/embed/yTzlm_t0RmY,8,"Alizarin Crimson, Burnt Umber, Cadmium Yellow, Indian Yellow, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","Bushes, Clouds, Cumulus, Deciduous, Grass, Lake, Mountain, Rocks, Snowy_Mountain, Tree, Trees","#4E1500, #8A3324, #FFEC00, #FFB800, #021E44, #0A3410, #FFFFFF, #221B15",0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
58,Indian Girl,1985-03-20,March,S05E12,64,241,https://www.twoinchbrush.com/images/painting241.png,https://www.youtube.com/embed/2uXMx8Kjs8I,5,"Bright Red, Burnt Umber, Indian Yellow, Prussian Blue, Titanium White","Guest, Portrait","#DB0000, #8A3324, #FFB800, #021E44, #FFFFFF",0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Meadow Stream,1985-03-27,March,S05E13,65,242,https://www.twoinchbrush.com/images/painting242.png,https://www.youtube.com/embed/87MMbN1bQCs,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Barn, Clouds, Deciduous, Grass, River, Rocks, Structure, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
60,Blue River,1985-05-01,May,S06E01,66,217,https://www.twoinchbrush.com/images/painting217.png,https://www.youtube.com/embed/LygUyAb78oY,12,"Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Deciduous, Grass, Hills, River, Tree, Trees","#4E1500, #000000, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
61,Nature'S Edge,1985-05-08,May,S06E02,67,218,https://www.twoinchbrush.com/images/painting218.png,https://www.youtube.com/embed/Bcqyzo85A1o,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Cabin, Clouds, Deciduous, Fog, Grass, Lake, Structure, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
62,Morning Mist,1985-05-15,May,S06E03,68,219,https://www.twoinchbrush.com/images/painting219.png,https://www.youtube.com/embed/wbZreRaE74k,10,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Fog, Lake, Mountain, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
63,Whispering Stream,1985-05-22,May,S06E04,69,220,https://www.twoinchbrush.com/images/painting220.png,https://www.youtube.com/embed/QglIjlqsUdU,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, River, Rocks, Tree, Trees","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
64,Secluded Forest,1985-05-29,May,S06E05,70,221,https://www.twoinchbrush.com/images/painting221.png,https://www.youtube.com/embed/USkduOfwJok,12,"Alizarin Crimson, Black Gesso, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, River, Tree, Trees","#4E1500, #000000, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
65,Snow Trail,1985-06-05,June,S06E06,71,222,https://www.twoinchbrush.com/images/painting222.png,https://www.youtube.com/embed/n9EsFFtwZnE,8,"Alizarin Crimson, Burnt Umber, Cadmium Yellow, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Grass, Snow, Tree, Trees","#4E1500, #8A3324, #FFEC00, #0C0040, #102E3C, #FFFFFF, #221B15, #C79B00",0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
66,Arctic Beauty,1985-06-12,June,S06E07,72,223,https://www.twoinchbrush.com/images/painting223.png,https://www.youtube.com/embed/UQ-RTZCOQn0,11,"Alizarin Crimson, Bright Red, Burnt Umber, Cadmium Yellow, Indian Yellow, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cirrus, Clouds, Conifer, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees, Waterfall","#4E1500, #DB0000, #8A3324, #FFEC00, #FFB800, #0C0040, #102E3C, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
